step,susceptible_status,infected_status,filtermean_virulence,ensemble,virulence_init,total_infected
20000,0.9506907330846022,0.049309266915397804,0.09999999999999991,1,0.1,23298.0
20000,0.9747560182173064,0.025243981782693558,0.2000000000000001,2,0.2,19775.0
20000,0.985224586288416,0.014775413711583925,0.2999999999999999,3,0.3,17098.0
20000,0.9945821283449866,0.005417871655013362,0.3999999999999999,4,0.4,14799.0
20000,0.9960745525917225,0.003925447408277439,0.5,5,0.5,9619.0
4001,1.0,0.0,NaN,6,0.6,379.0
1146,1.0,0.0,NaN,7,0.7,59.0
1344,1.0,0.0,NaN,8,0.8,49.0
377,1.0,0.0,NaN,9,0.9,13.0
20000,0.9156778326157723,0.08432216738422765,0.06829502258018665,10,0.1,24598.0
20000,0.9204976483082992,0.0795023516917008,0.07115889625843064,11,0.2,23808.0
20000,0.9105699481865285,0.08943005181347151,0.06590847854149323,12,0.3,24366.0
20000,0.9286037735849056,0.07139622641509434,0.06547166664559567,13,0.4,23596.0
20000,0.9169651415022954,0.08303485849770469,0.06893294621921126,14,0.5,24068.0
20000,0.9202610966057442,0.07973890339425588,0.06938697566527857,15,0.6,24592.0
20000,0.9116609580287306,0.08833904197126936,0.070653626557432,16,0.7,24147.0
20000,0.9206573507091642,0.07934264929083581,0.06266082518190662,17,0.8,24480.0
20000,0.9093741307371349,0.09062586926286509,0.06018309075827339,18,0.9,25374.0
20000,0.9396287244553065,0.060371275544693466,0.10000000000000005,19,0.1,23957.0
20000,0.9782568382012053,0.02174316179879462,0.20000000000000012,20,0.2,20883.0
20000,0.9844580611126892,0.015541938887310798,0.2999999999999998,21,0.3,18141.0
13905,1.0,0.0,NaN,22,0.4,7248.0
20000,0.9993068531131336,0.0006931468868663734,0.5,23,0.5,8974.0
2795,1.0,0.0,NaN,24,0.6,178.0
3089,1.0,0.0,NaN,25,0.7,103.0
1287,1.0,0.0,NaN,26,0.8,42.0
1827,1.0,0.0,NaN,27,0.9,94.0
20000,0.9104749380405645,0.08952506195943553,0.06998100632487611,28,0.1,24249.0
20000,0.9289985809852017,0.0710014190147983,0.0663371907483872,29,0.2,23321.0
20000,0.9290537185979545,0.07094628140204548,0.06900775815558534,30,0.3,23415.0
20000,0.9209028263257765,0.0790971736742235,0.07084415703889152,31,0.4,23788.0
20000,0.9157415460172916,0.08425845398270834,0.06710704210385003,32,0.5,24238.0
20000,0.9019974687723545,0.0980025312276454,0.06301030726094363,33,0.6,25644.0
20000,0.9184213255886319,0.08157867441136811,0.06873545810952861,34,0.7,24408.0
7165,1.0,0.0,NaN,35,0.8,161.0
20000,0.9211759254492097,0.0788240745507903,0.0740231631509975,36,0.9,24156.0
20000,0.9365759151626389,0.06342408483736107,0.10000000000000007,37,0.1,23621.0
20000,0.973949420041833,0.026050579958166953,0.2000000000000001,38,0.2,21140.0
20000,0.9869631601612966,0.013036839838703363,0.2999999999999998,39,0.3,16403.0
1185,1.0,0.0,NaN,40,0.4,24.0
14997,1.0,0.0,NaN,41,0.5,5671.0
15631,1.0,0.0,NaN,42,0.6,4645.0
675,1.0,0.0,NaN,43,0.7,25.0
2128,1.0,0.0,NaN,44,0.8,140.0
321,1.0,0.0,NaN,45,0.9,28.0
20000,0.9215666481602988,0.07843335183970121,0.07385451829932436,46,0.1,23772.0
20000,0.9277600637704264,0.07223993622957353,0.0671586404518593,47,0.2,23273.0
20000,0.9153539279869067,0.0846460720130933,0.06470017795652874,48,0.3,23978.0
20000,0.9226124023140161,0.07738759768598397,0.06943048201957133,49,0.4,23891.0
20000,0.9221498538386584,0.0778501461613416,0.06340119508047344,50,0.5,23771.0
20000,0.9214498460295825,0.0785501539704175,0.06379975273968608,51,0.6,24079.0
20000,0.9214678521868737,0.07853214781312638,0.07386109852341947,52,0.7,23714.0
20000,0.9254975926937012,0.0745024073062987,0.07010960343145602,53,0.8,23513.0
818,1.0,0.0,NaN,54,0.9,41.0
20000,0.9412641315519014,0.058735868448098666,0.10000000000000009,55,0.1,23926.0
20000,0.968054575394025,0.03194542460597506,0.19999999999999998,56,0.2,21634.0
20000,0.9899385350193791,0.010061464980620913,0.2999999999999998,57,0.3,16824.0
11414,1.0,0.0,NaN,58,0.4,7217.0
20000,0.9997691797224386,0.00023082027756138378,0.5,59,0.5,7030.0
1317,1.0,0.0,NaN,60,0.6,82.0
393,1.0,0.0,NaN,61,0.7,20.0
1040,1.0,0.0,NaN,62,0.8,59.0
496,1.0,0.0,NaN,63,0.9,26.0
20000,0.9256681231582157,0.07433187684178437,0.069859273365501,64,0.1,23435.0
20000,0.9187128259874943,0.08128717401250572,0.07434189867923938,65,0.2,23834.0
20000,0.9318946743219164,0.06810532567808354,0.06730750611782996,66,0.3,23398.0
20000,0.9259611825056852,0.07403881749431487,0.0655676773119374,67,0.4,24114.0
20000,0.9157713570459998,0.0842286429540002,0.06647624363325692,68,0.5,24465.0
20000,0.9200488251449497,0.07995117485505035,0.06441560714598939,69,0.6,24081.0
20000,0.8550357225167089,0.14496427748329108,0.06167662942484834,70,0.7,26836.0
629,1.0,0.0,NaN,71,0.8,17.0
20000,0.9205413441328754,0.07945865586712463,0.0632490119259564,72,0.9,24269.0
20000,0.9435315051287418,0.05646849487125811,0.10000000000000009,73,0.1,23860.0
20000,0.9616502578527895,0.0383497421472105,0.19999999999999993,74,0.2,21492.0
20000,0.9806210510094006,0.019378948990599477,0.3000000000000001,75,0.3,17056.0
20000,0.9904326670173593,0.009567332982640715,0.40000000000000013,76,0.4,12088.0
16841,1.0,0.0,NaN,77,0.5,7093.0
9824,1.0,0.0,NaN,78,0.6,2699.0
1629,1.0,0.0,NaN,79,0.7,71.0
589,1.0,0.0,NaN,80,0.8,35.0
282,1.0,0.0,NaN,81,0.9,14.0
20000,0.9191751956652618,0.08082480433473811,0.06968913519580634,82,0.1,23716.0
20000,0.9223076536509373,0.07769234634906276,0.07128579322613007,83,0.2,23598.0
20000,0.9282486717314663,0.07175132826853368,0.07265918787626786,84,0.3,23389.0
20000,0.9139555012473907,0.08604449875260933,0.06831837400317492,85,0.4,23985.0
20000,0.9130434782608695,0.08695652173913043,0.0750371899127243,86,0.5,24262.0
882,1.0,0.0,NaN,87,0.6,27.0
20000,0.9174418604651163,0.08255813953488372,0.06660969658470459,88,0.7,23851.0
20000,0.9096703411524999,0.09032965884750013,0.0634627209655857,89,0.8,24575.0
20000,0.9133042809536016,0.08669571904639836,0.07122580776939717,90,0.9,24235.0
20000,0.9552238805970149,0.04477611940298507,0.09999999999999995,91,0.1,24285.0
20000,0.9756244496964641,0.024375550303535845,0.20000000000000015,92,0.2,21103.0
20000,0.9875886524822695,0.012411347517730497,0.2999999999999999,93,0.3,16918.0
1684,1.0,0.0,NaN,94,0.4,67.0
1426,1.0,0.0,NaN,95,0.5,56.0
981,1.0,0.0,NaN,96,0.6,48.0
837,1.0,0.0,NaN,97,0.7,60.0
1327,1.0,0.0,NaN,98,0.8,58.0
728,1.0,0.0,NaN,99,0.9,44.0
20000,0.9182364527044089,0.08176354729559113,0.07182938521966793,100,0.1,23949.0
20000,0.9133056343737332,0.08669436562626671,0.07051975300083733,101,0.2,24197.0
20000,0.9226992635639497,0.0773007364360503,0.07044280383693198,102,0.3,23808.0
20000,0.9187306501547987,0.08126934984520123,0.07187601365211599,103,0.4,24265.0
20000,0.9175211097708083,0.0824788902291918,0.07164943537936842,104,0.5,23784.0
20000,0.9187101456788843,0.08128985432111566,0.07147819848462204,105,0.6,24166.0
1515,1.0,0.0,NaN,106,0.7,32.0
668,1.0,0.0,NaN,107,0.8,21.0
20000,0.9084910037634686,0.09150899623653143,0.07066956240105991,108,0.9,24500.0
20000,0.9429467084639498,0.057053291536050155,0.10000000000000005,109,0.1,23895.0
20000,0.9682946944011729,0.03170530559882709,0.2,110,0.2,20774.0
519,1.0,0.0,NaN,111,0.3,14.0
18268,1.0,0.0,NaN,112,0.4,8342.0
20000,0.9997933213262866,0.00020667867371342526,0.5,113,0.5,7981.0
8461,1.0,0.0,NaN,114,0.6,1128.0
5038,1.0,0.0,NaN,115,0.7,604.0
2163,1.0,0.0,NaN,116,0.8,62.0
395,1.0,0.0,NaN,117,0.9,29.0
20000,0.9219381568310429,0.07806184316895716,0.06766918405516514,118,0.1,23742.0
20000,0.9230386547932938,0.07696134520670614,0.0685070867011053,119,0.2,23395.0
20000,0.9139566395663956,0.08604336043360433,0.07415837736747749,120,0.3,24785.0
20000,0.922650840751731,0.07734915924826904,0.06549001705777993,121,0.4,23372.0
20000,0.9049886261439983,0.0950113738560017,0.06257646002450883,122,0.5,25008.0
20000,0.9150147402663413,0.08498525973365864,0.07188434054320905,123,0.6,24210.0
20000,0.9150737447420265,0.08492625525797348,0.06693260145086495,124,0.7,24447.0
20000,0.9105665678164507,0.08943343218354924,0.06842984857907926,125,0.8,24342.0
616,1.0,0.0,NaN,126,0.9,22.0
20000,0.9607814118691728,0.03921858813082729,0.09999999999999991,127,0.1,23022.0
20000,0.9703180895291501,0.02968191047084985,0.20000000000000012,128,0.2,21797.0
20000,0.9847899565427329,0.01521004345726702,0.2999999999999999,129,0.3,17818.0
20000,0.9897884755652808,0.010211524434719184,0.4000000000000002,130,0.4,13498.0
12015,1.0,0.0,NaN,131,0.5,5141.0
11081,1.0,0.0,NaN,132,0.6,3163.0
2129,1.0,0.0,NaN,133,0.7,121.0
1255,1.0,0.0,NaN,134,0.8,31.0
522,1.0,0.0,NaN,135,0.9,25.0
20000,0.9140259740259741,0.08597402597402598,0.06516767643976652,136,0.1,24351.0
20000,0.9188020994133992,0.0811979005866008,0.0687013264679338,137,0.2,24572.0
20000,0.9311975054066288,0.06880249459337122,0.06447069812069219,138,0.3,23283.0
20000,0.9179875242867369,0.08201247571326312,0.06817637865258493,139,0.4,23802.0
20000,0.9112833763996555,0.08871662360034453,0.06672221357515307,140,0.5,24014.0
20000,0.911858892898897,0.08814110710110304,0.06818013515432242,141,0.6,24291.0
20000,0.9093977428541293,0.09060225714587068,0.06846163710598281,142,0.7,25118.0
20000,0.9171508715688239,0.08284912843117612,0.06621574646541423,143,0.8,23892.0
538,1.0,0.0,NaN,144,0.9,45.0
20000,0.940782479268552,0.05921752073144801,0.10000000000000007,145,0.1,24134.0
20000,0.9694083423262797,0.030591657673720265,0.19999999999999993,146,0.2,21540.0
20000,0.9766052762568442,0.0233947237431558,0.30000000000000016,147,0.3,18586.0
20000,0.991826906772476,0.008173093227523994,0.40000000000000036,148,0.4,12535.0
20000,0.9996127033307514,0.0003872966692486445,0.5,149,0.5,8560.0
3746,1.0,0.0,NaN,150,0.6,641.0
1422,1.0,0.0,NaN,151,0.7,74.0
2442,1.0,0.0,NaN,152,0.8,160.0
177,1.0,0.0,NaN,153,0.9,12.0
20000,0.9245320990138861,0.0754679009861139,0.06675349342648518,154,0.1,23968.0
20000,0.916776750330251,0.083223249669749,0.07240845358288865,155,0.2,24022.0
20000,0.9136386512330146,0.08636134876698541,0.07195116366948842,156,0.3,23775.0
20000,0.9236785732077916,0.07632142679220844,0.06931049445015255,157,0.4,23307.0
20000,0.9172997946611909,0.08270020533880904,0.06745303880259837,158,0.5,24195.0
926,1.0,0.0,NaN,159,0.6,32.0
20000,0.9168506254598969,0.08314937454010302,0.06226963202650555,160,0.7,24395.0
20000,0.9094377090301003,0.09056229096989966,0.07000861953758891,161,0.8,25023.0
813,1.0,0.0,NaN,162,0.9,59.0
20000,0.9431040511514062,0.056895948848593836,0.10000000000000007,163,0.1,23729.0
20000,0.9576456367102143,0.042354363289785674,0.19999999999999968,164,0.2,21344.0
20000,0.9719790575916231,0.028020942408376964,0.30000000000000043,165,0.3,18710.0
14140,1.0,0.0,NaN,166,0.4,6382.0
20000,0.9972614351383954,0.0027385648616046684,0.5,167,0.5,11149.0
20000,0.9972958657411279,0.002704134258872069,0.6000000000000002,168,0.6,6327.0
860,1.0,0.0,NaN,169,0.7,38.0
1234,1.0,0.0,NaN,170,0.8,87.0
839,1.0,0.0,NaN,171,0.9,70.0
20000,0.9168364228967203,0.08316357710327969,0.06882572312274216,172,0.1,23960.0
20000,0.9233392720794095,0.07666072792059048,0.0659137570387194,173,0.2,24068.0
20000,0.9162432640492687,0.08375673595073133,0.06850211893920015,174,0.3,24239.0
20000,0.9240609968273462,0.07593900317265377,0.0684864921835954,175,0.4,23597.0
20000,0.925597609561753,0.074402390438247,0.06543280974887669,176,0.5,23484.0
20000,0.9217985318107668,0.07820146818923328,0.07148944203647722,177,0.6,24276.0
20000,0.9020119888420678,0.09798801115793222,0.16577940678472738,178,0.7,11664.0
386,1.0,0.0,NaN,179,0.8,19.0
449,1.0,0.0,NaN,180,0.9,18.0
20000,0.9296829667141425,0.07031703328585746,0.09999999999999996,181,0.1,24064.0
20000,0.9666984689473445,0.03330153105265549,0.19999999999999984,182,0.2,20964.0
20000,0.9881927710843373,0.011807228915662651,0.2999999999999999,183,0.3,17257.0
20000,0.9932113341204251,0.00678866587957497,0.40000000000000036,184,0.4,11163.0
17294,1.0,0.0,NaN,185,0.5,5026.0
15672,1.0,0.0,NaN,186,0.6,4179.0
668,1.0,0.0,NaN,187,0.7,13.0
1214,1.0,0.0,NaN,188,0.8,81.0
427,1.0,0.0,NaN,189,0.9,43.0
20000,0.9127921588338779,0.08720784116612214,0.07378322331493611,190,0.1,24189.0
20000,0.9212827988338192,0.07871720116618076,0.06310748090825931,191,0.2,24056.0
20000,0.9253089471082551,0.07469105289174494,0.07429295563633924,192,0.3,22956.0
20000,0.9151678968707766,0.08483210312922342,0.07053018380887291,193,0.4,24421.0
424,1.0,0.0,NaN,194,0.5,16.0
20000,0.9155436214408754,0.08445637855912454,0.06978588376546126,195,0.6,23988.0
20000,0.9159767106457989,0.08402328935420117,0.06785282911935768,196,0.7,25093.0
20000,0.908617971623752,0.09138202837624802,0.0611993906534401,197,0.8,24897.0
20000,0.9311210119321964,0.06887898806780356,0.06630015354527678,198,0.9,24014.0
20000,0.9389777562341789,0.06102224376582108,0.10000000000000006,199,0.1,24606.0
20000,0.9670593892762683,0.03294061072373167,0.19999999999999987,200,0.2,21564.0
20000,0.9866705423137613,0.013329457686238685,0.2999999999999998,201,0.3,18355.0
20000,0.9873928021696108,0.012607197830389211,0.40000000000000024,202,0.4,15024.0
14057,1.0,0.0,NaN,203,0.5,5212.0
14026,1.0,0.0,NaN,204,0.6,2776.0
1075,1.0,0.0,NaN,205,0.7,80.0
589,1.0,0.0,NaN,206,0.8,20.0
365,1.0,0.0,NaN,207,0.9,29.0
20000,0.9293627401158654,0.07063725988413457,0.06307135188387765,208,0.1,23835.0
20000,0.9233921161825727,0.07660788381742739,0.06795474162455362,209,0.2,24050.0
20000,0.9228166210500124,0.07718337894998756,0.0691358888386845,210,0.3,23357.0
20000,0.9199585814134092,0.08004141858659074,0.06002004677542478,211,0.4,24765.0
20000,0.9167452583045164,0.0832547416954836,0.0662032209170937,212,0.5,24671.0
3006,1.0,0.0,NaN,213,0.6,71.0
20000,0.9177433468883512,0.08225665311164873,0.06743069522403548,214,0.7,24149.0
20000,0.9098505293751298,0.09014947062487025,0.07060972282050695,215,0.8,24407.0
194,1.0,0.0,NaN,216,0.9,14.0
20000,0.9416805151641047,0.0583194848358953,0.10000000000000006,217,0.1,24118.0
20000,0.9706840390879479,0.029315960912052116,0.20000000000000012,218,0.2,22098.0
20000,0.9829621340649027,0.017037865935097284,0.3000000000000001,219,0.3,14845.0
12363,1.0,0.0,NaN,220,0.4,6324.0
2283,1.0,0.0,NaN,221,0.5,94.0
8346,1.0,0.0,NaN,222,0.6,3412.0
2707,1.0,0.0,NaN,223,0.7,159.0
1114,1.0,0.0,NaN,224,0.8,51.0
712,1.0,0.0,NaN,225,0.9,29.0
20000,0.9237174053946253,0.07628259460537468,0.06729224617020044,226,0.1,23591.0
20000,0.9215825874694874,0.07841741253051261,0.07195552633833122,227,0.2,23776.0
20000,0.9192908313147451,0.08070916868525485,0.06609291660665285,228,0.3,24303.0
20000,0.9188969166581866,0.08110308334181338,0.06724433644301973,229,0.4,23913.0
20000,0.9216707516339869,0.07832924836601307,0.06253214586736278,230,0.5,23732.0
20000,0.9136753008362227,0.08632469916377727,0.07013618078718827,231,0.6,24255.0
20000,0.9040057145997032,0.09599428540029672,0.0639904660886641,232,0.7,25286.0
20000,0.9202406664609688,0.07975933353903117,0.06730847261851343,233,0.8,24050.0
412,1.0,0.0,NaN,234,0.9,27.0
20000,0.9460949464012252,0.053905053598774885,0.10000000000000007,235,0.1,23228.0
20000,0.9643492093197342,0.03565079068026574,0.19999999999999984,236,0.2,21311.0
20000,0.9888088552476295,0.011191144752370487,0.29999999999999993,237,0.3,17690.0
20000,0.9836909574651878,0.016309042534812204,0.40000000000000024,238,0.4,13537.0
13227,1.0,0.0,NaN,239,0.5,4845.0
1151,1.0,0.0,NaN,240,0.6,29.0
2184,1.0,0.0,NaN,241,0.7,309.0
544,1.0,0.0,NaN,242,0.8,36.0
1108,1.0,0.0,NaN,243,0.9,67.0
20000,0.9208098538871989,0.07919014611280108,0.07430399502128181,244,0.1,23345.0
20000,0.9234143390138146,0.07658566098618534,0.06690888973508613,245,0.2,24012.0
20000,0.9205758002818603,0.07942419971813972,0.06711282605611676,246,0.3,23889.0
20000,0.9146928844530513,0.08530711554694871,0.07553058849167588,247,0.4,23616.0
20000,0.9145473574045002,0.08545264259549974,0.06189540487409508,248,0.5,24487.0
20000,0.9190724577803027,0.08092754221969736,0.06269896921914052,249,0.6,24324.0
20000,0.9170490645958348,0.08295093540416519,0.06998813149777557,250,0.7,23942.0
20000,0.9156258375770571,0.0843741624229429,0.06265251661328747,251,0.8,24924.0
360,1.0,0.0,NaN,252,0.9,17.0
20000,0.9480002043213975,0.05199979567860244,0.09999999999999985,253,0.1,23572.0
20000,0.9693937323049888,0.03060626769501123,0.20000000000000012,254,0.2,21664.0
20000,0.9865984695293605,0.013401530470639546,0.29999999999999993,255,0.3,17124.0
20000,0.9899794882141296,0.010020511785870406,0.40000000000000024,256,0.4,12475.0
20000,0.9968424020298844,0.0031575979701155906,0.5,257,0.5,6748.0
1630,1.0,0.0,NaN,258,0.6,80.0
2239,1.0,0.0,NaN,259,0.7,324.0
404,1.0,0.0,NaN,260,0.8,20.0
1914,1.0,0.0,NaN,261,0.9,104.0
20000,0.9217103282143932,0.07828967178560675,0.062031427947180036,262,0.1,24083.0
20000,0.9206114649681528,0.07938853503184713,0.06579685522377299,263,0.2,23845.0
20000,0.9187531936637711,0.08124680633622892,0.07276980875581553,264,0.3,24115.0
20000,0.9203700894888518,0.07962991051114819,0.0670352564953773,265,0.4,23693.0
20000,0.9199798944458407,0.08002010555415934,0.0629835812628329,266,0.5,23560.0
20000,0.9190186600135142,0.08098133998648578,0.06678908765707975,267,0.6,24146.0
20000,0.9115809206415331,0.08841907935846699,0.07092497258297205,268,0.7,24728.0
861,1.0,0.0,NaN,269,0.8,52.0
645,1.0,0.0,NaN,270,0.9,21.0
20000,0.9429440649017934,0.05705593509820666,0.10000000000000006,271,0.1,24308.0
20000,0.9715373631603998,0.02846263683960019,0.20000000000000012,272,0.2,21267.0
20000,0.991445509887399,0.008554490112600963,0.2999999999999999,273,0.3,17061.0
14658,1.0,0.0,NaN,274,0.4,8869.0
11707,1.0,0.0,NaN,275,0.5,4385.0
15082,1.0,0.0,NaN,276,0.6,3579.0
475,1.0,0.0,NaN,277,0.7,33.0
893,1.0,0.0,NaN,278,0.8,31.0
919,1.0,0.0,NaN,279,0.9,45.0
20000,0.9094541303445413,0.0905458696554587,0.06580481757384736,280,0.1,24606.0
20000,0.9226109344237468,0.07738906557625322,0.07032003594093675,281,0.2,23703.0
20000,0.9216970674191273,0.07830293258087272,0.06861408223772245,282,0.3,23936.0
20000,0.9152984887282222,0.08470151127177789,0.07046855885589928,283,0.4,24023.0
20000,0.9224522939504669,0.0775477060495331,0.06955240420562127,284,0.5,23744.0
20000,0.9136034343976388,0.08639656560236114,0.064993905968197,285,0.6,24991.0
856,1.0,0.0,NaN,286,0.7,47.0
20000,0.9197937407464134,0.08020625925358656,0.07102549073649285,287,0.8,23482.0
20000,0.926589969620001,0.073410030379999,0.06592279622712788,288,0.9,23837.0
20000,0.9436005337165144,0.05639946628348558,0.10000000000000006,289,0.1,23585.0
20000,0.9603428306694464,0.039657169330553625,0.19999999999999982,290,0.2,21303.0
20000,0.9817061354211077,0.01829386457889229,0.3000000000000001,291,0.3,16847.0
20000,0.9949485136972994,0.005051486302700602,0.39999999999999986,292,0.4,11117.0
20000,0.9983164467844133,0.0016835532155866418,0.5,293,0.5,9286.0
394,1.0,0.0,NaN,294,0.6,18.0
857,1.0,0.0,NaN,295,0.7,26.0
2629,1.0,0.0,NaN,296,0.8,189.0
263,1.0,0.0,NaN,297,0.9,15.0
20000,0.9229228226573847,0.07707717734261532,0.07058491887346467,298,0.1,23458.0
20000,0.9163201136017852,0.08367988639821483,0.07166490924171816,299,0.2,23964.0
20000,0.9212225136171072,0.07877748638289288,0.06644118084941263,300,0.3,23770.0
20000,0.9213911628616465,0.0786088371383536,0.06973949611141061,301,0.4,23726.0
4442,1.0,0.0,NaN,302,0.5,43.0
20000,0.9147440794499618,0.0852559205500382,0.07270604480986655,303,0.6,24044.0
20000,0.9162822041366441,0.08371779586335597,0.06694647958992787,304,0.7,24063.0
20000,0.920732941891071,0.07926705810892894,0.06284594992882292,305,0.8,23868.0
20000,0.9045161290322581,0.09548387096774194,0.0639501737151395,306,0.9,25882.0
20000,0.9519730010384216,0.0480269989615784,0.09999999999999987,307,0.1,23294.0
20000,0.9621492974506842,0.03785070254931576,0.1999999999999998,308,0.2,21109.0
20000,0.9848416459790867,0.015158354020913263,0.29999999999999993,309,0.3,15682.0
20000,0.9879110925306578,0.012088907469342252,0.4000000000000003,310,0.4,13525.0
20000,0.9952625801606101,0.004737419839389913,0.5,311,0.5,7783.0
1408,1.0,0.0,NaN,312,0.6,81.0
823,1.0,0.0,NaN,313,0.7,20.0
4087,1.0,0.0,NaN,314,0.8,303.0
99,1.0,0.0,NaN,315,0.9,10.0
20000,0.9253900290368621,0.07460997096313796,0.07235125815441756,316,0.1,23547.0
20000,0.910191311483818,0.08980868851618197,0.06506286243181039,317,0.2,24094.0
20000,0.9287944714614794,0.07120552853852061,0.06775657396163472,318,0.3,23673.0
20000,0.9191751121867594,0.08082488781324056,0.07033270687152332,319,0.4,23764.0
20000,0.9194641051567239,0.08053589484327604,0.06879622049999985,320,0.5,23388.0
20000,0.9266755482680877,0.07332445173191228,0.06684980704121271,321,0.6,23872.0
20000,0.9203435153759127,0.07965648462408721,0.06566201520776459,322,0.7,24273.0
20000,0.9110441010177158,0.0889558989822842,0.0704788777825422,323,0.8,25204.0
400,1.0,0.0,NaN,324,0.9,24.0
20000,0.9421737348903914,0.057826265109608685,0.10000000000000006,325,0.1,23699.0
20000,0.966570659615657,0.03342934038434298,0.19999999999999998,326,0.2,21500.0
20000,0.9773339490494882,0.022666050950511815,0.3000000000000003,327,0.3,16653.0
11590,1.0,0.0,NaN,328,0.4,7496.0
9517,1.0,0.0,NaN,329,0.5,3706.0
18186,1.0,0.0,NaN,330,0.6,4109.0
4875,1.0,0.0,NaN,331,0.7,569.0
1287,1.0,0.0,NaN,332,0.8,42.0
376,1.0,0.0,NaN,333,0.9,20.0
20000,0.9244542802534956,0.07554571974650437,0.06342860229386385,334,0.1,23378.0
20000,0.9191553232234356,0.08084467677656436,0.07103588844065999,335,0.2,24224.0
20000,0.9210078837532849,0.07899211624671511,0.0658562139186761,336,0.3,23658.0
20000,0.9170438155866116,0.08295618441338837,0.07697110706121829,337,0.4,23558.0
20000,0.9231422293248103,0.07685777067518977,0.0703456162778235,338,0.5,23508.0
20000,0.9230452250952921,0.07695477490470794,0.06814070738348602,339,0.6,23888.0
20000,0.9179263359591229,0.08207366404087715,0.0652826426893096,340,0.7,24580.0
356,1.0,0.0,NaN,341,0.8,28.0
20000,0.9254018966479031,0.07459810335209696,0.06918450652424653,342,0.9,23871.0
20000,0.931237615808922,0.06876238419107802,0.10000000000000005,343,0.1,24571.0
20000,0.9774154207507114,0.022584579249288587,0.20000000000000012,344,0.2,20610.0
20000,0.9841871963174494,0.015812803682550506,0.29999999999999993,345,0.3,19167.0
20000,0.9967617386972226,0.0032382613027774317,0.39999999999999997,346,0.4,10090.0
499,1.0,0.0,NaN,347,0.5,30.0
9899,1.0,0.0,NaN,348,0.6,2968.0
370,1.0,0.0,NaN,349,0.7,15.0
754,1.0,0.0,NaN,350,0.8,63.0
695,1.0,0.0,NaN,351,0.9,48.0
20000,0.9190898887868585,0.08091011121314151,0.07185283223293562,352,0.1,24017.0
20000,0.924687301250795,0.075312698749205,0.062342993431274786,353,0.2,24355.0
20000,0.9138657675692762,0.08613423243072385,0.06909680843139067,354,0.3,24549.0
1002,1.0,0.0,NaN,355,0.4,35.0
20000,0.9228794413637297,0.07712055863627028,0.06287652168590488,356,0.5,24258.0
20000,0.9138099902056807,0.08619000979431929,0.0670383034398087,357,0.6,24301.0
667,1.0,0.0,NaN,358,0.7,21.0
1022,1.0,0.0,NaN,359,0.8,45.0
140,1.0,0.0,NaN,360,0.9,14.0
